Ticket ID|Subject|Full_Ticket_Text|Issue Type|Assigned Team|Severity|Preprocessed_Text
1673|MFA code not received for VPN login on corporate network.|MFA code not received for VPN login on corporate network.|Login/Access|Security & Access|Medium|mfa code received vpn login corporate network mfa code received vpn login corporate network
1674|Payment gateway returned 502 error during transaction confirmation.|Payment gateway returned 502 error during transaction confirmation.|Billing|Finance|Medium|payment gateway returned error transaction confirmation payment gateway returned error transaction confirmation
1675|VPN connection fails on macOS Sonoma with error code 789.|VPN connection fails on macOS Sonoma with error code 789.|Network|Engineering|High|vpn connection fails macos sonoma error code vpn connection fails macos sonoma error code
1676|VM showing 95% CPU utilization for continuous 2 hours.|VM showing 95% CPU utilization for continuous 2 hours.|Server/Infra|Engineering|High|vm showing cpu utilization continuous hours vm showing cpu utilization continuous hours
1677|Payment gateway returned 502 error during transaction confirmation.|Payment gateway returned 502 error during transaction confirmation.|Billing|Finance|High|payment gateway returned error transaction confirmation payment gateway returned error transaction confirmation
1678|User unable to sign in due to expired certificate in SSO redirect flow.|MFA code not received for VPN login on corporate network.|Login/Access|Security & Access|Medium|user unable sign due expired certificate sso redirect flow mfa code received vpn login corporate network
1679|Stored procedure execution time exceeds 10 seconds causing delay.|Low disk space alert triggered for database log files.|Database|Database|High|stored procedure execution time exceeds seconds causing delay low disk space alert triggered database log files
1680|Low disk space alert triggered for database log files.|SQL Server reports deadlock between transaction IDs 1352 and 1367.|Database|Database|High|low disk space alert triggered database log files sql server reports deadlock transaction ids
1681|DNS resolution failure for internal service endpoint.|VPN connection fails on macOS Sonoma with error code 789.|Network|Engineering|Low|dns resolution failure internal service endpoint vpn connection fails macos sonoma error code
1682|Unauthorized access attempt logged from external IP.|Unauthorized access attempt logged from external IP.|Security|Security & Access|Medium|unauthorized access attempt logged external ip unauthorized access attempt logged external ip
1683|Subscription cancellation request failed with timeout error.|Invoice total incorrect due to double tax calculation in April report.|Billing|Finance|High|subscription cancellation request failed timeout error invoice total incorrect due double tax calculation april report
1684|SQL Server reports deadlock between transaction IDs 1352 and 1367.|SQL Server reports deadlock between transaction IDs 1352 and 1367.|Database|Database|Low|sql server reports deadlock transaction ids sql server reports deadlock transaction ids
1685|Application fails to open due to missing DLL dependency.|Application fails to open due to missing DLL dependency.|Desktop/App|IT Support|High|application fails open due missing dll dependency application fails open due missing dll dependency
1686|VPN connection fails on macOS Sonoma with error code 789.|VPN connection fails on macOS Sonoma with error code 789.|Network|Engineering|Low|vpn connection fails macos sonoma error code vpn connection fails macos sonoma error code
1687|Application fails to open due to missing DLL dependency.|VDI session disconnects randomly after idle timeout.|Desktop/App|IT Support|High|application fails open due missing dll dependency vdi session disconnects randomly idle timeout
1688|Payment gateway returned 502 error during transaction confirmation.|Subscription cancellation request failed with timeout error.|Billing|Finance|Critical|payment gateway returned error transaction confirmation subscription cancellation request failed timeout error
1689|Kubernetes pod in crashloopbackoff state after deployment.|Kubernetes pod in crashloopbackoff state after deployment.|Server/Infra|Engineering|Medium|kubernetes pod crashloopbackoff state deployment kubernetes pod crashloopbackoff state deployment
1690|Firewall blocking outbound traffic to production API.|DNS resolution failure for internal service endpoint.|Network|Engineering|Critical|firewall blocking outbound traffic production api dns resolution failure internal service endpoint
1691|Invoice total incorrect due to double tax calculation in April report.|Invoice total incorrect due to double tax calculation in April report.|Billing|Finance|Low|invoice total incorrect due double tax calculation april report invoice total incorrect due double tax calculation april report
1692|Payment gateway returned 502 error during transaction confirmation.|Payment gateway returned 502 error during transaction confirmation.|Billing|Finance|High|payment gateway returned error transaction confirmation payment gateway returned error transaction confirmation
1693|Unauthorized access attempt logged from external IP.|Unauthorized access attempt logged from external IP.|Security|Security & Access|Low|unauthorized access attempt logged external ip unauthorized access attempt logged external ip
1694|MFA code not received for VPN login on corporate network.|User unable to sign in due to expired certificate in SSO redirect flow.|Login/Access|Security & Access|High|mfa code received vpn login corporate network user unable sign due expired certificate sso redirect flow
1695|VDI session disconnects randomly after idle timeout.|VDI session disconnects randomly after idle timeout.|Desktop/App|IT Support|Critical|vdi session disconnects randomly idle timeout vdi session disconnects randomly idle timeout
1696|MFA code not received for VPN login on corporate network.|User unable to sign in due to expired certificate in SSO redirect flow.|Login/Access|Security & Access|Critical|mfa code received vpn login corporate network user unable sign due expired certificate sso redirect flow
1697|Stored procedure execution time exceeds 10 seconds causing delay.|Stored procedure execution time exceeds 10 seconds causing delay.|Database|Database|Low|stored procedure execution time exceeds seconds causing delay stored procedure execution time exceeds seconds causing delay
1698|Application fails to open due to missing DLL dependency.|Application fails to open due to missing DLL dependency.|Desktop/App|IT Support|High|application fails open due missing dll dependency application fails open due missing dll dependency
1699|Kubernetes pod in crashloopbackoff state after deployment.|VM showing 95% CPU utilization for continuous 2 hours.|Server/Infra|Engineering|Critical|kubernetes pod crashloopbackoff state deployment vm showing cpu utilization continuous hours
1700|MFA code not received for VPN login on corporate network.|SSO login page stuck on redirect loop after password change.|Login/Access|Security & Access|Medium|mfa code received vpn login corporate network sso login page stuck redirect loop password change
1701|Kubernetes pod in crashloopbackoff state after deployment.|Storage latency detected on SAN volume vol01.|Server/Infra|Engineering|Medium|kubernetes pod crashloopbackoff state deployment storage latency detected san volume vol
1702|VM showing 95% CPU utilization for continuous 2 hours.|VM showing 95% CPU utilization for continuous 2 hours.|Server/Infra|Engineering|Medium|vm showing cpu utilization continuous hours vm showing cpu utilization continuous hours
1703|MFA code not received for VPN login on corporate network.|SSO login page stuck on redirect loop after password change.|Login/Access|Security & Access|High|mfa code received vpn login corporate network sso login page stuck redirect loop password change
1704|Stored procedure execution time exceeds 10 seconds causing delay.|Stored procedure execution time exceeds 10 seconds causing delay.|Database|Database|Critical|stored procedure execution time exceeds seconds causing delay stored procedure execution time exceeds seconds causing delay
1705|VM showing 95% CPU utilization for continuous 2 hours.|VM showing 95% CPU utilization for continuous 2 hours.|Server/Infra|Engineering|High|vm showing cpu utilization continuous hours vm showing cpu utilization continuous hours
1706|Stored procedure execution time exceeds 10 seconds causing delay.|SQL Server reports deadlock between transaction IDs 1352 and 1367.|Database|Database|High|stored procedure execution time exceeds seconds causing delay sql server reports deadlock transaction ids
1707|Subscription cancellation request failed with timeout error.|Subscription cancellation request failed with timeout error.|Billing|Finance|Medium|subscription cancellation request failed timeout error subscription cancellation request failed timeout error
1708|Phishing email reported by user; suspicious link detected.|Unauthorized access attempt logged from external IP.|Security|Security & Access|High|phishing email reported user suspicious link detected unauthorized access attempt logged external ip
1709|DNS resolution failure for internal service endpoint.|Firewall blocking outbound traffic to production API.|Network|Engineering|Low|dns resolution failure internal service endpoint firewall blocking outbound traffic production api
1710|Unauthorized access attempt logged from external IP.|Phishing email reported by user; suspicious link detected.|Security|Security & Access|High|unauthorized access attempt logged external ip phishing email reported user suspicious link detected
1711|Invoice total incorrect due to double tax calculation in April report.|Invoice total incorrect due to double tax calculation in April report.|Billing|Finance|High|invoice total incorrect due double tax calculation april report invoice total incorrect due double tax calculation april report
1712|DNS resolution failure for internal service endpoint.|VPN connection fails on macOS Sonoma with error code 789.|Network|Engineering|High|dns resolution failure internal service endpoint vpn connection fails macos sonoma error code
1713|Invoice total incorrect due to double tax calculation in April report.|Subscription cancellation request failed with timeout error.|Billing|Finance|Medium|invoice total incorrect due double tax calculation april report subscription cancellation request failed timeout error
1714|DNS resolution failure for internal service endpoint.|DNS resolution failure for internal service endpoint.|Network|Engineering|Medium|dns resolution failure internal service endpoint dns resolution failure internal service endpoint
1715|App crashes on Windows 11 build 22631 after latest update.|Application fails to open due to missing DLL dependency.|Desktop/App|IT Support|Critical|app crashes windows build latest update application fails open due missing dll dependency
1716|Subscription cancellation request failed with timeout error.|Invoice total incorrect due to double tax calculation in April report.|Billing|Finance|Medium|subscription cancellation request failed timeout error invoice total incorrect due double tax calculation april report
1717|Subscription cancellation request failed with timeout error.|Payment gateway returned 502 error during transaction confirmation.|Billing|Finance|High|subscription cancellation request failed timeout error payment gateway returned error transaction confirmation
1718|VM showing 95% CPU utilization for continuous 2 hours.|Storage latency detected on SAN volume vol01.|Server/Infra|Engineering|High|vm showing cpu utilization continuous hours storage latency detected san volume vol
1719|VPN connection fails on macOS Sonoma with error code 789.|VPN connection fails on macOS Sonoma with error code 789.|Network|Engineering|High|vpn connection fails macos sonoma error code vpn connection fails macos sonoma error code
1720|Kubernetes pod in crashloopbackoff state after deployment.|VM showing 95% CPU utilization for continuous 2 hours.|Server/Infra|Engineering|Critical|kubernetes pod crashloopbackoff state deployment vm showing cpu utilization continuous hours
1721|Unauthorized access attempt logged from external IP.|DLP alert for data exfiltration via USB device.|Security|Security & Access|Low|unauthorized access attempt logged external ip dlp alert data exfiltration via usb device
1722|SQL Server reports deadlock between transaction IDs 1352 and 1367.|Stored procedure execution time exceeds 10 seconds causing delay.|Database|Database|High|sql server reports deadlock transaction ids stored procedure execution time exceeds seconds causing delay
1723|Firewall blocking outbound traffic to production API.|DNS resolution failure for internal service endpoint.|Network|Engineering|High|firewall blocking outbound traffic production api dns resolution failure internal service endpoint
1724|Stored procedure execution time exceeds 10 seconds causing delay.|SQL Server reports deadlock between transaction IDs 1352 and 1367.|Database|Database|Medium|stored procedure execution time exceeds seconds causing delay sql server reports deadlock transaction ids
1725|Kubernetes pod in crashloopbackoff state after deployment.|Kubernetes pod in crashloopbackoff state after deployment.|Server/Infra|Engineering|High|kubernetes pod crashloopbackoff state deployment kubernetes pod crashloopbackoff state deployment
1726|VPN connection fails on macOS Sonoma with error code 789.|Firewall blocking outbound traffic to production API.|Network|Engineering|High|vpn connection fails macos sonoma error code firewall blocking outbound traffic production api
1727|VPN connection fails on macOS Sonoma with error code 789.|VPN connection fails on macOS Sonoma with error code 789.|Network|Engineering|Low|vpn connection fails macos sonoma error code vpn connection fails macos sonoma error code
1728|MFA code not received for VPN login on corporate network.|SSO login page stuck on redirect loop after password change.|Login/Access|Security & Access|Medium|mfa code received vpn login corporate network sso login page stuck redirect loop password change
1729|Application fails to open due to missing DLL dependency.|Application fails to open due to missing DLL dependency.|Desktop/App|IT Support|Medium|application fails open due missing dll dependency application fails open due missing dll dependency
1730|Payment gateway returned 502 error during transaction confirmation.|Invoice total incorrect due to double tax calculation in April report.|Billing|Finance|High|payment gateway returned error transaction confirmation invoice total incorrect due double tax calculation april report
1731|VDI session disconnects randomly after idle timeout.|Application fails to open due to missing DLL dependency.|Desktop/App|IT Support|Medium|vdi session disconnects randomly idle timeout application fails open due missing dll dependency
1732|Payment gateway returned 502 error during transaction confirmation.|Subscription cancellation request failed with timeout error.|Billing|Finance|Medium|payment gateway returned error transaction confirmation subscription cancellation request failed timeout error
1733|VPN connection fails on macOS Sonoma with error code 789.|Firewall blocking outbound traffic to production API.|Network|Engineering|Medium|vpn connection fails macos sonoma error code firewall blocking outbound traffic production api
1734|SQL Server reports deadlock between transaction IDs 1352 and 1367.|Low disk space alert triggered for database log files.|Database|Database|Medium|sql server reports deadlock transaction ids low disk space alert triggered database log files
1735|User unable to sign in due to expired certificate in SSO redirect flow.|MFA code not received for VPN login on corporate network.|Login/Access|Security & Access|High|user unable sign due expired certificate sso redirect flow mfa code received vpn login corporate network
1736|Payment gateway returned 502 error during transaction confirmation.|Payment gateway returned 502 error during transaction confirmation.|Billing|Finance|Low|payment gateway returned error transaction confirmation payment gateway returned error transaction confirmation
1737|Subscription cancellation request failed with timeout error.|Subscription cancellation request failed with timeout error.|Billing|Finance|Low|subscription cancellation request failed timeout error subscription cancellation request failed timeout error
1738|Low disk space alert triggered for database log files.|Stored procedure execution time exceeds 10 seconds causing delay.|Database|Database|High|low disk space alert triggered database log files stored procedure execution time exceeds seconds causing delay
1739|MFA code not received for VPN login on corporate network.|User unable to sign in due to expired certificate in SSO redirect flow.|Login/Access|Security & Access|High|mfa code received vpn login corporate network user unable sign due expired certificate sso redirect flow
1740|Kubernetes pod in crashloopbackoff state after deployment.|Kubernetes pod in crashloopbackoff state after deployment.|Server/Infra|Engineering|High|kubernetes pod crashloopbackoff state deployment kubernetes pod crashloopbackoff state deployment
1741|Low disk space alert triggered for database log files.|SQL Server reports deadlock between transaction IDs 1352 and 1367.|Database|Database|High|low disk space alert triggered database log files sql server reports deadlock transaction ids
1742|MFA code not received for VPN login on corporate network.|MFA code not received for VPN login on corporate network.|Login/Access|Security & Access|High|mfa code received vpn login corporate network mfa code received vpn login corporate network
1743|Invoice total incorrect due to double tax calculation in April report.|Invoice total incorrect due to double tax calculation in April report.|Billing|Finance|Low|invoice total incorrect due double tax calculation april report invoice total incorrect due double tax calculation april report
1744|Unauthorized access attempt logged from external IP.|Phishing email reported by user; suspicious link detected.|Security|Security & Access|Low|unauthorized access attempt logged external ip phishing email reported user suspicious link detected
1745|Low disk space alert triggered for database log files.|Low disk space alert triggered for database log files.|Database|Database|Low|low disk space alert triggered database log files low disk space alert triggered database log files
1746|Application fails to open due to missing DLL dependency.|VDI session disconnects randomly after idle timeout.|Desktop/App|IT Support|Medium|application fails open due missing dll dependency vdi session disconnects randomly idle timeout
1747|DNS resolution failure for internal service endpoint.|DNS resolution failure for internal service endpoint.|Network|Engineering|High|dns resolution failure internal service endpoint dns resolution failure internal service endpoint
1748|VM showing 95% CPU utilization for continuous 2 hours.|Kubernetes pod in crashloopbackoff state after deployment.|Server/Infra|Engineering|Medium|vm showing cpu utilization continuous hours kubernetes pod crashloopbackoff state deployment
1749|DNS resolution failure for internal service endpoint.|Firewall blocking outbound traffic to production API.|Network|Engineering|Medium|dns resolution failure internal service endpoint firewall blocking outbound traffic production api
1750|VM showing 95% CPU utilization for continuous 2 hours.|VM showing 95% CPU utilization for continuous 2 hours.|Server/Infra|Engineering|Critical|vm showing cpu utilization continuous hours vm showing cpu utilization continuous hours
1751|Application fails to open due to missing DLL dependency.|VDI session disconnects randomly after idle timeout.|Desktop/App|IT Support|Medium|application fails open due missing dll dependency vdi session disconnects randomly idle timeout
1752|Subscription cancellation request failed with timeout error.|Payment gateway returned 502 error during transaction confirmation.|Billing|Finance|Low|subscription cancellation request failed timeout error payment gateway returned error transaction confirmation
1753|Payment gateway returned 502 error during transaction confirmation.|Invoice total incorrect due to double tax calculation in April report.|Billing|Finance|Critical|payment gateway returned error transaction confirmation invoice total incorrect due double tax calculation april report
1754|SQL Server reports deadlock between transaction IDs 1352 and 1367.|Stored procedure execution time exceeds 10 seconds causing delay.|Database|Database|Medium|sql server reports deadlock transaction ids stored procedure execution time exceeds seconds causing delay
1755|VPN connection fails on macOS Sonoma with error code 789.|VPN connection fails on macOS Sonoma with error code 789.|Network|Engineering|Low|vpn connection fails macos sonoma error code vpn connection fails macos sonoma error code
1756|Phishing email reported by user; suspicious link detected.|Phishing email reported by user; suspicious link detected.|Security|Security & Access|Medium|phishing email reported user suspicious link detected phishing email reported user suspicious link detected
1757|MFA code not received for VPN login on corporate network.|SSO login page stuck on redirect loop after password change.|Login/Access|Security & Access|Low|mfa code received vpn login corporate network sso login page stuck redirect loop password change
1758|Payment gateway returned 502 error during transaction confirmation.|Payment gateway returned 502 error during transaction confirmation.|Billing|Finance|Medium|payment gateway returned error transaction confirmation payment gateway returned error transaction confirmation
1759|Invoice total incorrect due to double tax calculation in April report.|Subscription cancellation request failed with timeout error.|Billing|Finance|Medium|invoice total incorrect due double tax calculation april report subscription cancellation request failed timeout error
1760|VPN connection fails on macOS Sonoma with error code 789.|DNS resolution failure for internal service endpoint.|Network|Engineering|Medium|vpn connection fails macos sonoma error code dns resolution failure internal service endpoint
1761|Storage latency detected on SAN volume vol01.|Kubernetes pod in crashloopbackoff state after deployment.|Server/Infra|Engineering|Critical|storage latency detected san volume vol kubernetes pod crashloopbackoff state deployment
1762|Subscription cancellation request failed with timeout error.|Invoice total incorrect due to double tax calculation in April report.|Billing|Finance|Critical|subscription cancellation request failed timeout error invoice total incorrect due double tax calculation april report
1763|MFA code not received for VPN login on corporate network.|SSO login page stuck on redirect loop after password change.|Login/Access|Security & Access|Low|mfa code received vpn login corporate network sso login page stuck redirect loop password change
1764|VDI session disconnects randomly after idle timeout.|Application fails to open due to missing DLL dependency.|Desktop/App|IT Support|Low|vdi session disconnects randomly idle timeout application fails open due missing dll dependency
1765|Subscription cancellation request failed with timeout error.|Subscription cancellation request failed with timeout error.|Billing|Finance|Critical|subscription cancellation request failed timeout error subscription cancellation request failed timeout error
1766|SQL Server reports deadlock between transaction IDs 1352 and 1367.|Stored procedure execution time exceeds 10 seconds causing delay.|Database|Database|High|sql server reports deadlock transaction ids stored procedure execution time exceeds seconds causing delay
1767|VDI session disconnects randomly after idle timeout.|VDI session disconnects randomly after idle timeout.|Desktop/App|IT Support|Critical|vdi session disconnects randomly idle timeout vdi session disconnects randomly idle timeout
1768|Application fails to open due to missing DLL dependency.|App crashes on Windows 11 build 22631 after latest update.|Desktop/App|IT Support|Low|application fails open due missing dll dependency app crashes windows build latest update
1769|Subscription cancellation request failed with timeout error.|Subscription cancellation request failed with timeout error.|Billing|Finance|High|subscription cancellation request failed timeout error subscription cancellation request failed timeout error
1770|Application fails to open due to missing DLL dependency.|App crashes on Windows 11 build 22631 after latest update.|Desktop/App|IT Support|High|application fails open due missing dll dependency app crashes windows build latest update
1771|VPN connection fails on macOS Sonoma with error code 789.|VPN connection fails on macOS Sonoma with error code 789.|Network|Engineering|Medium|vpn connection fails macos sonoma error code vpn connection fails macos sonoma error code
1772|MFA code not received for VPN login on corporate network.|MFA code not received for VPN login on corporate network.|Login/Access|Security & Access|High|mfa code received vpn login corporate network mfa code received vpn login corporate network
1773|Payment gateway returned 502 error during transaction confirmation.|Payment gateway returned 502 error during transaction confirmation.|Billing|Finance|High|payment gateway returned error transaction confirmation payment gateway returned error transaction confirmation
1774|Firewall blocking outbound traffic to production API.|Firewall blocking outbound traffic to production API.|Network|Engineering|Medium|firewall blocking outbound traffic production api firewall blocking outbound traffic production api
1775|Application fails to open due to missing DLL dependency.|VDI session disconnects randomly after idle timeout.|Desktop/App|IT Support|High|application fails open due missing dll dependency vdi session disconnects randomly idle timeout
1776|Low disk space alert triggered for database log files.|SQL Server reports deadlock between transaction IDs 1352 and 1367.|Database|Database|Medium|low disk space alert triggered database log files sql server reports deadlock transaction ids
1777|Firewall blocking outbound traffic to production API.|Firewall blocking outbound traffic to production API.|Network|Engineering|High|firewall blocking outbound traffic production api firewall blocking outbound traffic production api
1778|DLP alert for data exfiltration via USB device.|Phishing email reported by user; suspicious link detected.|Security|Security & Access|Low|dlp alert data exfiltration via usb device phishing email reported user suspicious link detected
1779|VPN connection fails on macOS Sonoma with error code 789.|VPN connection fails on macOS Sonoma with error code 789.|Network|Engineering|Medium|vpn connection fails macos sonoma error code vpn connection fails macos sonoma error code
1780|Stored procedure execution time exceeds 10 seconds causing delay.|Stored procedure execution time exceeds 10 seconds causing delay.|Database|Database|Medium|stored procedure execution time exceeds seconds causing delay stored procedure execution time exceeds seconds causing delay
1781|App crashes on Windows 11 build 22631 after latest update.|VDI session disconnects randomly after idle timeout.|Desktop/App|IT Support|High|app crashes windows build latest update vdi session disconnects randomly idle timeout
1782|VPN connection fails on macOS Sonoma with error code 789.|VPN connection fails on macOS Sonoma with error code 789.|Network|Engineering|High|vpn connection fails macos sonoma error code vpn connection fails macos sonoma error code
1783|App crashes on Windows 11 build 22631 after latest update.|App crashes on Windows 11 build 22631 after latest update.|Desktop/App|IT Support|Medium|app crashes windows build latest update app crashes windows build latest update
1784|Invoice total incorrect due to double tax calculation in April report.|Invoice total incorrect due to double tax calculation in April report.|Billing|Finance|Medium|invoice total incorrect due double tax calculation april report invoice total incorrect due double tax calculation april report
1785|Kubernetes pod in crashloopbackoff state after deployment.|Kubernetes pod in crashloopbackoff state after deployment.|Server/Infra|Engineering|Medium|kubernetes pod crashloopbackoff state deployment kubernetes pod crashloopbackoff state deployment
1786|VM showing 95% CPU utilization for continuous 2 hours.|Storage latency detected on SAN volume vol01.|Server/Infra|Engineering|Critical|vm showing cpu utilization continuous hours storage latency detected san volume vol
1787|VPN connection fails on macOS Sonoma with error code 789.|DNS resolution failure for internal service endpoint.|Network|Engineering|High|vpn connection fails macos sonoma error code dns resolution failure internal service endpoint
1788|App crashes on Windows 11 build 22631 after latest update.|Application fails to open due to missing DLL dependency.|Desktop/App|IT Support|Low|app crashes windows build latest update application fails open due missing dll dependency
1789|Low disk space alert triggered for database log files.|Stored procedure execution time exceeds 10 seconds causing delay.|Database|Database|Critical|low disk space alert triggered database log files stored procedure execution time exceeds seconds causing delay
1790|MFA code not received for VPN login on corporate network.|SSO login page stuck on redirect loop after password change.|Login/Access|Security & Access|Low|mfa code received vpn login corporate network sso login page stuck redirect loop password change
1791|Low disk space alert triggered for database log files.|Low disk space alert triggered for database log files.|Database|Database|Critical|low disk space alert triggered database log files low disk space alert triggered database log files
1792|VPN connection fails on macOS Sonoma with error code 789.|VPN connection fails on macOS Sonoma with error code 789.|Network|Engineering|High|vpn connection fails macos sonoma error code vpn connection fails macos sonoma error code
1793|Invoice total incorrect due to double tax calculation in April report.|Invoice total incorrect due to double tax calculation in April report.|Billing|Finance|Critical|invoice total incorrect due double tax calculation april report invoice total incorrect due double tax calculation april report
1794|Storage latency detected on SAN volume vol01.|Kubernetes pod in crashloopbackoff state after deployment.|Server/Infra|Engineering|Low|storage latency detected san volume vol kubernetes pod crashloopbackoff state deployment
1795|Low disk space alert triggered for database log files.|SQL Server reports deadlock between transaction IDs 1352 and 1367.|Database|Database|High|low disk space alert triggered database log files sql server reports deadlock transaction ids
1796|VM showing 95% CPU utilization for continuous 2 hours.|VM showing 95% CPU utilization for continuous 2 hours.|Server/Infra|Engineering|Medium|vm showing cpu utilization continuous hours vm showing cpu utilization continuous hours
1797|Storage latency detected on SAN volume vol01.|VM showing 95% CPU utilization for continuous 2 hours.|Server/Infra|Engineering|High|storage latency detected san volume vol vm showing cpu utilization continuous hours
1798|Kubernetes pod in crashloopbackoff state after deployment.|Kubernetes pod in crashloopbackoff state after deployment.|Server/Infra|Engineering|Medium|kubernetes pod crashloopbackoff state deployment kubernetes pod crashloopbackoff state deployment
1799|Stored procedure execution time exceeds 10 seconds causing delay.|Low disk space alert triggered for database log files.|Database|Database|Low|stored procedure execution time exceeds seconds causing delay low disk space alert triggered database log files
1800|VDI session disconnects randomly after idle timeout.|Application fails to open due to missing DLL dependency.|Desktop/App|IT Support|Low|vdi session disconnects randomly idle timeout application fails open due missing dll dependency
1801|DLP alert for data exfiltration via USB device.|DLP alert for data exfiltration via USB device.|Security|Security & Access|Medium|dlp alert data exfiltration via usb device dlp alert data exfiltration via usb device
1802|Low disk space alert triggered for database log files.|Low disk space alert triggered for database log files.|Database|Database|High|low disk space alert triggered database log files low disk space alert triggered database log files
1803|MFA code not received for VPN login on corporate network.|User unable to sign in due to expired certificate in SSO redirect flow.|Login/Access|Security & Access|Low|mfa code received vpn login corporate network user unable sign due expired certificate sso redirect flow
1804|MFA code not received for VPN login on corporate network.|SSO login page stuck on redirect loop after password change.|Login/Access|Security & Access|Low|mfa code received vpn login corporate network sso login page stuck redirect loop password change
1805|VPN connection fails on macOS Sonoma with error code 789.|Firewall blocking outbound traffic to production API.|Network|Engineering|High|vpn connection fails macos sonoma error code firewall blocking outbound traffic production api
1806|App crashes on Windows 11 build 22631 after latest update.|VDI session disconnects randomly after idle timeout.|Desktop/App|IT Support|Critical|app crashes windows build latest update vdi session disconnects randomly idle timeout
1807|Application fails to open due to missing DLL dependency.|Application fails to open due to missing DLL dependency.|Desktop/App|IT Support|Medium|application fails open due missing dll dependency application fails open due missing dll dependency
1808|MFA code not received for VPN login on corporate network.|User unable to sign in due to expired certificate in SSO redirect flow.|Login/Access|Security & Access|Medium|mfa code received vpn login corporate network user unable sign due expired certificate sso redirect flow
1809|App crashes on Windows 11 build 22631 after latest update.|VDI session disconnects randomly after idle timeout.|Desktop/App|IT Support|Medium|app crashes windows build latest update vdi session disconnects randomly idle timeout
1810|VPN connection fails on macOS Sonoma with error code 789.|VPN connection fails on macOS Sonoma with error code 789.|Network|Engineering|Medium|vpn connection fails macos sonoma error code vpn connection fails macos sonoma error code
1811|DNS resolution failure for internal service endpoint.|VPN connection fails on macOS Sonoma with error code 789.|Network|Engineering|Low|dns resolution failure internal service endpoint vpn connection fails macos sonoma error code
1812|Phishing email reported by user; suspicious link detected.|DLP alert for data exfiltration via USB device.|Security|Security & Access|High|phishing email reported user suspicious link detected dlp alert data exfiltration via usb device
1813|Low disk space alert triggered for database log files.|Low disk space alert triggered for database log files.|Database|Database|Critical|low disk space alert triggered database log files low disk space alert triggered database log files
1814|Firewall blocking outbound traffic to production API.|Firewall blocking outbound traffic to production API.|Network|Engineering|Medium|firewall blocking outbound traffic production api firewall blocking outbound traffic production api
1815|VPN connection fails on macOS Sonoma with error code 789.|DNS resolution failure for internal service endpoint.|Network|Engineering|Low|vpn connection fails macos sonoma error code dns resolution failure internal service endpoint
1816|Application fails to open due to missing DLL dependency.|Application fails to open due to missing DLL dependency.|Desktop/App|IT Support|Medium|application fails open due missing dll dependency application fails open due missing dll dependency
1817|Low disk space alert triggered for database log files.|Stored procedure execution time exceeds 10 seconds causing delay.|Database|Database|Low|low disk space alert triggered database log files stored procedure execution time exceeds seconds causing delay
1818|MFA code not received for VPN login on corporate network.|SSO login page stuck on redirect loop after password change.|Login/Access|Security & Access|Medium|mfa code received vpn login corporate network sso login page stuck redirect loop password change
1819|Unauthorized access attempt logged from external IP.|DLP alert for data exfiltration via USB device.|Security|Security & Access|High|unauthorized access attempt logged external ip dlp alert data exfiltration via usb device
1820|VM showing 95% CPU utilization for continuous 2 hours.|Kubernetes pod in crashloopbackoff state after deployment.|Server/Infra|Engineering|Medium|vm showing cpu utilization continuous hours kubernetes pod crashloopbackoff state deployment
1821|Storage latency detected on SAN volume vol01.|VM showing 95% CPU utilization for continuous 2 hours.|Server/Infra|Engineering|Critical|storage latency detected san volume vol vm showing cpu utilization continuous hours
1822|VPN connection fails on macOS Sonoma with error code 789.|Firewall blocking outbound traffic to production API.|Network|Engineering|Low|vpn connection fails macos sonoma error code firewall blocking outbound traffic production api
1823|Stored procedure execution time exceeds 10 seconds causing delay.|Low disk space alert triggered for database log files.|Database|Database|Medium|stored procedure execution time exceeds seconds causing delay low disk space alert triggered database log files
1824|Kubernetes pod in crashloopbackoff state after deployment.|Kubernetes pod in crashloopbackoff state after deployment.|Server/Infra|Engineering|High|kubernetes pod crashloopbackoff state deployment kubernetes pod crashloopbackoff state deployment
1825|Stored procedure execution time exceeds 10 seconds causing delay.|Stored procedure execution time exceeds 10 seconds causing delay.|Database|Database|Medium|stored procedure execution time exceeds seconds causing delay stored procedure execution time exceeds seconds causing delay
1826|VPN connection fails on macOS Sonoma with error code 789.|VPN connection fails on macOS Sonoma with error code 789.|Network|Engineering|High|vpn connection fails macos sonoma error code vpn connection fails macos sonoma error code
1827|Unauthorized access attempt logged from external IP.|Unauthorized access attempt logged from external IP.|Security|Security & Access|Medium|unauthorized access attempt logged external ip unauthorized access attempt logged external ip
1828|VM showing 95% CPU utilization for continuous 2 hours.|Storage latency detected on SAN volume vol01.|Server/Infra|Engineering|High|vm showing cpu utilization continuous hours storage latency detected san volume vol
1829|DNS resolution failure for internal service endpoint.|DNS resolution failure for internal service endpoint.|Network|Engineering|Medium|dns resolution failure internal service endpoint dns resolution failure internal service endpoint
1830|Kubernetes pod in crashloopbackoff state after deployment.|Storage latency detected on SAN volume vol01.|Server/Infra|Engineering|High|kubernetes pod crashloopbackoff state deployment storage latency detected san volume vol
1831|Low disk space alert triggered for database log files.|Low disk space alert triggered for database log files.|Database|Database|Medium|low disk space alert triggered database log files low disk space alert triggered database log files
1832|Application fails to open due to missing DLL dependency.|VDI session disconnects randomly after idle timeout.|Desktop/App|IT Support|High|application fails open due missing dll dependency vdi session disconnects randomly idle timeout
